Kod,Unvan,City,BagimsizDenetim,Url,centerAddress,electronicEmailAddress,internet,companyTime,bagimsizDenetimKurulusu,dahilOlduguEndeksler,Sektor,islemGorduguPazarlar
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,İSTANBUL,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2050-sekuro-plastik-ambalaj-sanayi-a-s,EKİNCİLER CAD.ELBİSTAN SOK.SAS PLAZA NO:10 KAT:3 D:9 KAVACIK-BEYKOZ/İSTANBUL,sekuro@sekuro.com.tr,www.sekuro.com.tr,SÜRESİZ,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,"BIST TÜM / BIST KATILIM TUM / BIST TÜM-100 / BIST 500 / BIST SINAİ / BIST KİMYA, PETROL, PLASTİK / BIST ANA",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1420-selcuk-ecza-deposu-ticaret-ve-sanayi-a-s,Kuş Bakışı Cad. No:37  34662 Nakkaştepe/Altunizade-İstanbul,yiselec@selcukecza.com.tr,www.selcukecza.com.tr,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST İSTANBUL / BIST TİCARET / BIST TÜM-100 / BIST 500 / BIST HİZMETLER / BIST KATILIM TEMETTU / BIST TEMETTÜ / BIST KATILIM TUM / BIST YILDIZ / BIST TÜM / BIST KATILIM 100,TOPTAN VE PERAKENDE TİCARET / TOPTAN TİCARET,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / YILDIZ PAZAR
SELGD,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.,İZMİR,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1069-selcuk-gida-endustri-ihracat-ithalat-a-s,Atatürk Caddesi No:92 Kat: ½4 Daire:41 Akdeniz Mahallesi  Pasaport İZMİR,info@selcukfood.com --- vitali.franco@selcukfood.com,www.selcukfood.com,SÜRESİZ,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST TÜM / BIST SINAİ / BIST TÜM-100 / BIST KOBI SANAYİ / BIST GIDA, İÇECEK / BIST AYDIN / BIST KATILIM TUM","İMALAT / GIDA, İÇECEK VE TÜTÜN",ALT PAZAR
SELVA,SELVA GIDA SANAYİ A.Ş.,KONYA,TTK BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5362-selva-gida-sanayi-a-s,Konya Organize Sanayi Bölgesi Büyük Kayacık Mah. Güzelkonak Sok. No:6 Selçuklu/KONYA,info@selva.com.tr,www.selva.com.tr,Süresiz,TTK BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST ANA / BIST KATILIM TUM / BIST SINAİ / BIST KONYA / BIST TÜM / BIST 500 / BIST TÜM-100 / BIST KURUMSAL YÖNETİM / BIST GIDA, İÇECEK","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
SNKRN,SENKRON SİBER GÜVENLİK YAZILIM VE BİLİŞİM ÇÖZÜMLERİ A.Ş.,İSTANBUL,AG YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ  DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2437-senkron-siber-guvenlik-yazilim-ve-bilisim-cozumleri-a-s,Esentepe Mah. Büyükdere Cad. LOFT Residence Apt. A Blok N 201 / 40 Şişli / İstanbul,info@senkronguvenlik.com.tr  --- yatirimciiliskileri@senkronguvenlik.com.tr --- senkroniletisim@hs03.kep.tr,www.senkronguvenlik.com.tr,Süresiz,AG YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ  DENETİM A.Ş.,,İDARİ VE DESTEK HİZMET FAALİYETLERİ / GÜVENLİK VE SORUŞTURMA FAALİYETLERİ,YAKIN İZLEME PAZARI
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1705-servet-gayrimenkul-yatirim-ortakligi-a-s,Dikilitaş Mahallesi Yenidoğan Sokak No: 36/1Sinpaş Genel Müdürlük Kat: 8 Darphane Beşiktaş-İstanbul,investorrelations@servetgyo.com.tr --- ridvan.cabukel@servetgyo.com.tr,www.servetgyo.com.tr,Süresiz,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST 500 / BIST KATILIM TUM / BIST GAYRİMENKUL YAT. ORT. / BIST YILDIZ / BIST TÜM / BIST MALİ / BIST TÜM-100,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
KHSTR,SETUR SERVİS TURİSTİK A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2154-setur-servis-turistik-a-s,"Saray Mahallesi Site Yolu Caddesi No:4/1 34768 Ümraniye/İstanbul, Türkiye",,www.setur.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,MANİSA,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2500-seyitler-kimya-sanayi-a-s,Turgutlu 1. OSB 2007 Cad. No:5-7 Turgutlu/MANİSA,yatirimci@seyitler.com,www.seyitler.com,Süresiz,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,"BIST 500 / BIST SINAİ / BIST KOBI SANAYİ / BIST KİMYA, PETROL, PLASTİK / BIST ANA / BIST TÜM-100 / BIST TÜM / BIST MANİSA",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
SHTRP,SHELL & TURCAS PETROL A.Ş.,İSTANBUL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3084-shell-turcas-petrol-a-s,"Karamancılar İş Merkezi Gülbahar Mah. Salih Tozan Sok. No:18 B Blok Esentepe Şişli, İstanbul 34394",genelsorular-tr@shell.com,www.shell.com.tr,Süresiz,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,AMASYA,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1436-silverline-endustri-ve-ticaret-a-s,"ORGANİZE SANAYİ BÖLGESİ
MERZİFON/AMASYA",info@silverline.com,www.silverline.com.tr,SÜRESİZ,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,"BIST TÜM-100 / BIST 500 / BIST TÜM / BIST KATILIM TUM / BIST SINAİ / BIST ANA / BIST METAL EŞYA, MAKİNA",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,ANA PAZAR
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1459-sinpas-gayrimenkul-yatirim-ortakligi-a-s,"Dikilitaş Mahallesi, Yenidoğan Sokak, Sinpaş Plaza, No: 36 Beşiktaş - İstanbul",investorrelations@sinpasgyo.com.tr,www.sinpas.com.tr,Şirket'in hukuki varlığı herhangi bir süre ile kısıtlanmamıştır.,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST TÜM-100 / BIST 500 / BIST GAYRİMENKUL YAT. ORT. / BIST KATILIM 100 / BIST MALİ / BIST KATILIM TUM / BIST YILDIZ / BIST TÜM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,İSTANBUL,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1602-skyalp-finansal-teknolojiler-ve-danismanlik-a-s,"İnkılap Mahallesi, Dr.Adnan Büyükdeniz Caddesi, No:4/2 D:7 Ümraniye/İstanbul",info@skyalp.com.tr ---,www.skyalp.com.tr,Süresiz,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,BIST HİZMETLER / BIST TÜM / BIST TÜM-100 / BIST İSTANBUL / BIST 500 / BIST ANA,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / HUKUK VE MUHASEBE FAALİYETLERİ",ANA PAZAR
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5557-smart-gunes-enerjisi-teknolojileri-arastirma-gelistirme-uretim-sanayi-ve-ticaret-a-s,"Rüzgârlıbahçe Mah. Feragat Sk. Energy Plaza Blok No: 2 İç Kapı No: 6  
Beykoz / İstanbul",investorrelations@smartsolar.com.tr --- info@smartsolar.com.tr,www.smartsolar.com.tr,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST 100 / BIST HİZMETLER / BIST KATILIM 30 / BIST 500 / BIST 50 / BIST KATILIM 50 / BIST KATILIM TUM / BIST TÜM / BIST ELEKTRİK / BIST KOCAELİ / BIST 100-30 / BIST KATILIM 100 / BIST YILDIZ,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SMART,SMARTİKS YAZILIM A.Ş.,İSTANBUL,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4872-smartiks-yazilim-a-s,YTÜ Yıldız Teknopark Çiftehavuzlar Mahallesi Eski Londra Asfaltı Caddesi No:151/E D:2 Blok Z06 Esenler - İSTANBUL,info@smartiks.com.tr,www.smartiks.com.tr,Süresiz,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST BİLİŞİM / BIST KATILIM TUM / BIST İSTANBUL / BIST TEKNOLOJİ / BIST TÜM-100 / BIST TÜM / BIST ANA,TEKNOLOJİ / BİLİŞİM,ANA PAZAR
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,İZMİR,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1583-sodas-sodyum-sanayii-a-s,"1476 Sokak No. 2 Aksoy Residence Kat:13, Daire:42, Alsancak - İZMİR",sodas@sodas.com.tr,www.sodas.com.tr,süresiz,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,BIST TÜM / BIST TÜM-100,İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,PİYASA ÖNCESİ İŞLEM PLATFORMU
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,AYDIN,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4099-soke-degirmencilik-sanayi-ve-ticaret-a-s,Sazlı Mahallesi Fabrika Sokak No:2 09269 Söke - Aydın,yatirimciiliskileri@soke.com.tr,www.soke.com.tr,Süresiz,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST AYDIN / BIST SINAİ / BIST HALKA ARZ / BIST KATILIM TUM / BIST YILDIZ / BIST TÜM / BIST GIDA, İÇECEK / BIST 500 / BIST TÜM-100","İMALAT / GIDA, İÇECEK VE TÜTÜN",YILDIZ PAZAR
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,AYDIN,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1073-soktas-tekstil-sanayi-ve-ticaret-a-s,"Cumhuriyet Mahallesi Akeller Caddesi No:109 09200 Söke, Aydın",soktasgroup@soktasgroup.com,www.soktasgroup.com,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,"BIST AYDIN / BIST TÜM / BIST 500 / BIST ANA / BIST TEKSTİL, DERİ / BIST TÜM-100 / BIST SINAİ","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",ANA PAZAR
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,BURSA,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1074-sonmez-filament-sentetik-iplik-ve-elyaf-sanayi-a-s,"ORGANİZE SANAYİ BÖLGESİ A.O.S. BULVARI NO: 1 
NİLÜFER/BURSA",muhasebe@sonmezfilament.com.tr --- yatirimci@sonmezfilament.com.tr,www.sonmezfilament.com.tr,99 YIL,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM / BIST HİZMETLER / BIST TÜM-100 / BIST BURSA / BIST KATILIM TUM,GAYRİMENKUL FAALİYETLERİ / GAYRİMENKUL FAALİYETLERİ,ALT PAZAR
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,BURSA,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1075-sonmez-pamuklu-sanayii-a-s,Demirtaş Dumlupınarosb Mah.İstanbul Cad. No: 570 Osmangazi/Bursa P.K. 499 16250,muhasebe@sonmezpamuklu.com.tr --- yatirimci@sonmezpamuklu.com.tr,www.sonmezpamuklu.com.tr,99 YIL,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM-100 / BIST TÜM,"İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",PİYASA ÖNCESİ İŞLEM PLATFORMU
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,BALIKESİR,İBD İSTANBUL BAĞIMSIZ DENETİM VE SMMM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2801-sumas-suni-tahta-ve-mobilya-sanayii-a-s,YOLÖREN MAH. AŞAĞI/2 SOK.SUMAŞ BLOK NO:28 EDREMİT/BALIKESİR,info@sumas.com.tr,www.sumas.com.tr,SÜRESİZ,İBD İSTANBUL BAĞIMSIZ DENETİM VE SMMM A.Ş.,BIST TÜM / BIST TÜM-100,İMALAT / ORMAN ÜRÜNLERİ VE MOBİLYA,PİYASA ÖNCESİ İŞLEM PLATFORMU
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5587-sun-tekstil-sanayi-ve-ticaret-a-s,"Yedi Eylül, Celal Umur Cd. No:6/A, 35860 Torbalı/İzmir",yatirimci.iliskileri@suntekstil.com.tr --- info@suntekstil.com.tr,www.suntekstil.com.tr,Şirket süresiz olarak kurulmuştur,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST TEMETTÜ / BIST TEKSTİL, DERİ / BIST 500 / BIST İZMİR / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST TÜM-100 / BIST KATILIM TEMETTU / BIST SÜRDÜRÜLEBİLİRLİK / BIST KATILIM TUM / BIST YILDIZ / BIST TÜM / BIST SINAİ / BIST KURUMSAL YÖNETİM","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",YILDIZ PAZAR
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5910-sur-tatil-evleri-gayrimenkul-yatirim-ortakligi-a-s,Burhaniye Mah. Burhaniye Abdullahağa Cad. Suryapı Blok No: 21 İç Kapı No: 1 Üsküdar/ İstanbul,info@surtatilevlerigyo.com,www.surtatilevlerigyo.com.tr,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST GAYRİMENKUL YAT. ORT. / BIST MALİ / BIST TÜM-100 / BIST KATILIM TUM / BIST HALKA ARZ / BIST KATILIM 100 / BIST 500 / BIST YILDIZ / BIST TÜM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,İSTANBUL,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5332-suwen-tekstil-sanayi-pazarlama-a-s,"Tatlısu Mah. Göksu Cad. No:41/1
Ümraniye / İstanbul",yatirimci@suwencompany.com,www.suwen.com.tr - www.suwencompany.com,Süresiz,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST 500 / BIST TİCARET / BIST TÜM / BIST YILDIZ / BIST KATILIM TUM / BIST TÜM-100 / BIST HİZMETLER,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,YILDIZ PAZAR
SMRFA,SÜMER FAKTORİNG A.Ş.,İSTANBUL,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2411-sumer-faktoring-a-s,ESENTEPE KESKİN KALEM SOK.NO:39/1 ŞİŞLİ/İSTANBUL,info@sumerfaktoring.com.tr,www.sumerfaktoring.com.tr,SÜRESİZ,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,İSTANBUL,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3660-sumer-varlik-yonetim-a-s,ESENTEPE MAH. BÜYÜKDERE CD. NO:124 ÖZSEZEN İŞ MERKEZİ B BLOK K:1-2-3 ŞİŞLİ  İSTANBUL,info@sumervarlik.com.tr,www.sumervarlik.com.tr,Süresiz,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SEKFA,ŞEKER FAKTORİNG A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2583-seker-faktoring-a-s,Büyükdere Cad. No:171 Metrocity A Blok Kat:7 34393 Esentepe / Şişli / İSTANBUL,sekerfact@sekerfactoring.com,www.sekerfactoring.com,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1392-seker-finansal-kiralama-a-s,"Büyükdere Caddesi, Metrocity İş Merkezi A Blok No:171 Kat:8 Esentepe / Şişli / İSTANBUL",info@sekerleasing.com.tr,www.sekerleasing.com.tr,Tescil ve ilan edildiği tarihten itibaren süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM / BIST TÜM-100 / BIST 500 / BIST TEMETTÜ / BIST FİN. KİR. FAKTORİNG / BIST KURUMSAL YÖNETİM / BIST MALİ / BIST ANA,MALİ KURULUŞLAR / FİNANSAL KİRALAMA VE FAKTORİNG ŞİRKETLERİ,ANA PAZAR
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5071-seker-gayrimenkul-yatirim-ortakligi-a-s,Esentepe Mah. Büyükdere Cad. Metrocity No:171A İç Kapı No:176 Şişli/İstanbul,info@sekergyo.com.tr,www.sekergyo.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST GAYRİMENKUL YAT. ORT. / BIST TÜM / BIST TÜM-100 / BIST ANA / BIST MALİ,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
"SKY, SKYMD",ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1351-seker-yatirim-menkul-degerler-a-s,Büyükdere Cad.No:171 Metrocity A Blok Kat:4-5 34394 Şişli,sekery@sekeryatirim.com,www.sekeryatirim.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST ANA / BIST ARACI KURUM / BIST TÜM-100 / BIST HALKA ARZ / BIST TÜM / BIST MALİ / BIST 500,MALİ KURULUŞLAR / ARACI KURUMLAR,ANA PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
"SEK, SKBNK",ŞEKERBANK T.A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2418-sekerbank-t-a-s,Emniyet Evleri Mah. Eski Büyükdere Cad. No: 1/1A 34415 Kağıthane - İstanbul,haberlesme@sekerbank.com.tr,www.sekerbank.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST LİKİT BANKA / BIST SÜRDÜRÜLEBİLİRLİK / BIST 100 / BIST BANKA / BIST 100-30 / BIST MALİ / BIST YILDIZ / BIST TÜM / BIST KURUMSAL YÖNETİM,MALİ KURULUŞLAR / BANKALAR,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / YILDIZ PAZAR
SOKM,ŞOK MARKETLER TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3913-sok-marketler-ticaret-a-s,Kısıklı Mahallesi Hanımseti Sok. No:35 B-1 Üsküdar/İstanbul,yatirimciiliskileri@sokmarket.com.tr,www.sokmarket.com.tr,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST HİZMETLER / BIST SÜRDÜRÜLEBİLİRLİK / BIST 100 / BIST TÜM / BIST TİCARET / BIST 100-30 / BIST 50 / BIST YILDIZ / BIST 500,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,YILDIZ PAZAR
DRPHN,T.C. HAZİNE VE MALİYE BAKANLIĞI DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,İSTANBUL,,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5665-t-c-hazine-ve-maliye-bakanligi-darphane-ve-damga-matbaasi-genel-mudurlugu,,,,,,,,EMTİA PAZARI
TOKI,T.C. TOPLU KONUT İDARESİ BAŞKANLIĞI,İSTANBUL,,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4408-t-c-toplu-konut-idaresi-baskanligi,Bilkent Plaza B1 Blok 06800 Bilkent/Çankaya/ANKARA,,www.toki.gov.tr,,,,,
TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4065-tab-gida-sanayi-ve-ticaret-a-s,"Dikilitaş, Emirhan Cd. No:109, Kat:2-3 34349 Beşiktaş/İstanbul",info@tabgida.com.tr,https://www.tabgida.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST İSTANBUL / BIST KATILIM 100 / BIST YILDIZ / BIST HALKA ARZ / BIST KATILIM 50 / BIST HİZMETLER / BIST 500 / BIST 100-30 / BIST KATILIM TUM / BIST KATILIM 30 / BIST TÜM / BIST TURİZM / BIST 100,OTELLER VE LOKANTALAR / YİYECEK VE İÇECEK HİZMETLERİ,YILDIZ PAZAR
"TAC, TCRYT",TACİRLER YATIRIM MENKUL DEĞERLER A.Ş.,,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2522-tacirler-yatirim-menkul-degerler-a-s,NİSBETİYE CAD.AKMERKEZ B3 BLOK KAT:9 ETİLER/İSTANBUL,kurumsaliletisim@tacirler.com.tr --- muhasebe@tacirler.com.tr,www.tacirler.com.tr,SÜRESİZDİR,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
